customer_id,city,age,gender,monthly_income,plan_type,tenure_months,monthly_recharge_amount,data_usage_gb,call_minutes_used,sms_count,number_of_complaints,complaint_resolved,network_type,device_brand,device_price_range,avg_monthly_bill,late_payment_count,contract_type,customer_service_calls,international_roaming_used,value_added_services_count,satisfaction_score,app_usage_hours_per_week,social_media_usage_hours,streaming_service_used,number_of_family_lines,payment_method,signup_date,churn,tenure_days_from_signup
CUST00737,Pune,85.0,Female,35300.0,Prepaid,42.0,213.77,1.84,461.0,22.0,0.0,No Complaint Filed,4G,Oppo,High (25k-60k),230.03,0.0,No Contract,1.0,No,0.0,,0.1,6.6,No,0.0,Wallet,2019-10-11,No,2496.0
CUST01123,Kolhapur,85.0,Female,12700.0,Postpaid,35.0,229.78,13.24,649.0,30.0,2.0,No,4G,Vivo,Low (<10k),284.93,0.0,With Contract,2.0,No,2.0,5.0,10.8,2.3,No,1.0,Cash,2022-06-08,No,1525.0
CUST00811,Akola,50.0,Female,31100.0,Prepaid,2.0,133.12,6.85,545.0,20.0,0.0,No Complaint Filed,4G,Xiaomi,High (25k-60k),167.91,2.0,No Contract,3.0,No,2.0,5.0,13.3,0.6,Yes,0.0,Net Banking,2021-05-07,No,1922.0
CUST00362,Thane,83.0,Female,21200.0,Postpaid,11.0,153.49,2.43,186.0,24.0,2.0,Yes,3G,Apple,Premium (>60k),152.99,0.0,No Contract,3.0,No,5.0,2.0,9.0,7.8,Yes,3.0,Cash,2019-07-11,No,2588.0
CUST00573,Pune,51.0,Male,50200.0,Postpaid,27.0,511.53,1.24,42.0,29.0,0.0,No Complaint Filed,4G,,,497.38,0.0,No Contract,2.0,No,3.0,4.0,3.5,1.5,No,0.0,Debit Card,2019-02-25,No,2724.0
CUST00129,Mumbai,33.0,Male,17000.0,Prepaid,11.0,71.58,16.47,404.0,26.0,0.0,No Complaint Filed,4G,Xiaomi,Low (<10k),71.99,0.0,No Contract,2.0,No,1.0,3.0,5.5,3.6,No,0.0,Credit Card,2022-08-24,No,1448.0
CUST01198,Sangli,,Male,27800.0,Prepaid,53.0,65.93,0.05,333.0,24.0,1.0,No,2G,Apple,Low (<10k),81.87,0.0,No Contract,1.0,No,3.0,,7.6,3.8,No,4.0,Credit Card,2023-04-15,No,1214.0
CUST00961,Mumbai,62.0,Female,13800.0,Prepaid,11.0,104.2,0.75,599.0,39.0,1.0,Yes,4G,Vivo,Mid (10k-25k),135.39,2.0,With Contract,2.0,No,0.0,5.0,1.9,5.1,No,1.0,Wallet,2019-09-27,No,2510.0
CUST01465,,72.0,Female,51000.0,Prepaid,14.0,756.7,15.42,,24.0,2.0,No,4G,Samsung,Mid (10k-25k),843.47,1.0,No Contract,0.0,No,0.0,3.0,19.1,13.3,Yes,1.0,Wallet,2021-05-18,No,1911.0
CUST00886,Mumbai,41.0,Female,,Postpaid,3.0,148.04,8.56,525.0,18.0,0.0,No Complaint Filed,4G,Oppo,Mid (10k-25k),146.02,2.0,With Contract,1.0,No,2.0,2.0,2.1,5.5,No,0.0,,2023-10-27,No,1019.0
CUST01070,Pune,48.0,Male,17400.0,Prepaid,14.0,65.98,15.57,60.0,25.0,1.0,No,4G,Oppo,Low (<10k),60.67,1.0,No Contract,3.0,No,1.0,3.0,4.1,4.8,No,2.0,Credit Card,2019-01-23,No,2757.0
CUST00504,Solapur,84.0,Male,23900.0,Prepaid,5.0,230.17,3.91,334.0,23.0,2.0,Yes,4G,Realme,Low (<10k),289.07,0.0,With Contract,1.0,No,1.0,3.0,5.2,0.3,Yes,1.0,Net Banking,2021-11-11,No,1734.0
CUST01451,Nagpur,52.0,Female,28700.0,Prepaid,40.0,118.45,7.04,463.0,37.0,3.0,No,4G,Vivo,Low (<10k),130.42,0.0,With Contract,2.0,No,1.0,5.0,6.1,4.6,Yes,1.0,UPI,2020-07-28,No,2205.0
CUST00152,Mumbai,73.0,Male,26200.0,Prepaid,4.0,45.13,2.15,341.0,25.0,3.0,No,4G,Apple,Low (<10k),44.41,0.0,No Contract,7.0,No,2.0,4.0,16.0,3.7,No,2.0,Credit Card,2021-03-31,Yes,1959.0
CUST01009,,53.0,Female,12000.0,Postpaid,39.0,320.37,0.91,747.0,21.0,2.0,Yes,4G,Vivo,Premium (>60k),346.31,1.0,No Contract,3.0,No,2.0,5.0,2.7,2.7,No,3.0,Credit Card,2019-05-17,No,2643.0
CUST00996,Mumbai,50.0,Female,28000.0,Prepaid,51.0,214.62,10.0,546.0,30.0,1.0,Yes,4G,Xiaomi,Mid (10k-25k),185.79,0.0,No Contract,2.0,No,0.0,5.0,9.9,8.8,Yes,0.0,,2019-09-27,No,2510.0
CUST00279,Thane,41.0,Male,24000.0,Prepaid,22.0,92.02,0.27,266.0,15.0,3.0,No,4G,Xiaomi,,102.55,1.0,No Contract,2.0,No,1.0,5.0,8.9,3.1,No,0.0,UPI,2024-04-24,No,839.0
CUST00983,Mumbai,53.0,Male,120000.0,Prepaid,27.0,170.51,0.63,681.0,25.0,0.0,No Complaint Filed,4G,Apple,Mid (10k-25k),184.78,0.0,No Contract,3.0,No,0.0,5.0,39.6,3.5,No,0.0,Cash,2023-01-25,No,1294.0
CUST00923,Amravati,41.0,Male,27500.0,Prepaid,8.0,441.62,3.08,297.0,25.0,3.0,No,2G,Xiaomi,Low (<10k),373.84,2.0,With Contract,2.0,No,4.0,3.0,5.8,15.0,Yes,0.0,UPI,2020-11-01,No,2109.0
CUST00919,Chhatrapati Sambhajinagar,58.0,Male,20600.0,Prepaid,8.0,119.5,0.12,378.0,20.0,2.0,No,4G,Realme,Low (<10k),125.44,0.0,With Contract,3.0,No,3.0,4.0,3.0,6.4,Yes,0.0,,2020-06-02,No,2261.0
CUST00518,Solapur,45.0,Female,50500.0,Prepaid,4.0,73.38,10.93,201.0,22.0,0.0,No Complaint Filed,4G,Samsung,Mid (10k-25k),86.24,2.0,No Contract,3.0,No,2.0,3.0,0.8,9.2,No,0.0,Debit Card,2019-06-20,No,2609.0
CUST00408,Mumbai,51.0,Male,77700.0,Postpaid,27.0,180.34,3.08,469.0,26.0,0.0,No Complaint Filed,4G,Realme,Premium (>60k),188.11,0.0,No Contract,3.0,No,4.0,4.0,25.0,15.6,Yes,0.0,Wallet,2021-04-02,No,1957.0
CUST00952,Thane,31.0,Male,32300.0,Prepaid,22.0,229.33,0.23,541.0,22.0,3.0,No,5G,Samsung,Mid (10k-25k),293.97,1.0,No Contract,2.0,No,3.0,4.0,1.6,4.2,Yes,1.0,Cash,2021-12-05,No,1710.0
CUST00598,Mumbai,63.0,Female,14700.0,Postpaid,2.0,203.71,3.35,437.0,27.0,2.0,No,4G,Apple,Mid (10k-25k),225.26,3.0,With Contract,3.0,No,1.0,3.0,10.8,2.5,No,1.0,UPI,2019-12-01,Yes,2445.0
CUST00398,Pune,59.0,Male,54700.0,Prepaid,4.0,269.33,2.86,295.0,27.0,1.0,No,4G,Xiaomi,High (25k-60k),303.96,1.0,With Contract,1.0,No,1.0,2.0,12.4,6.7,No,2.0,Cash,2020-04-19,Yes,2305.0
CUST00657,Pune,72.0,Male,21200.0,Postpaid,3.0,102.21,1.3,536.0,32.0,2.0,Yes,4G,Xiaomi,Mid (10k-25k),120.82,1.0,No Contract,2.0,No,4.0,2.0,4.5,7.6,No,2.0,UPI,2020-10-31,Yes,2110.0
CUST00884,Mumbai,56.0,Female,28300.0,Prepaid,1.0,161.69,0.06,528.0,24.0,2.0,No,5G,Samsung,Low (<10k),148.39,0.0,With Contract,0.0,No,0.0,,5.4,9.4,Yes,0.0,Debit Card,2020-04-14,No,2310.0
CUST00502,Nagpur,49.0,Male,73300.0,Prepaid,6.0,71.76,2.99,522.0,34.0,1.0,Yes,4G,OnePlus,High (25k-60k),89.79,0.0,No Contract,5.0,No,0.0,2.0,3.1,1.9,No,0.0,UPI,2023-05-24,No,1175.0
CUST00531,Solapur,36.0,Male,26900.0,Prepaid,7.0,141.96,22.44,445.0,20.0,2.0,No,2G,Samsung,High (25k-60k),130.0,0.0,No Contract,2.0,No,2.0,5.0,15.7,16.5,No,3.0,,2022-01-27,No,1657.0
CUST00907,Solapur,60.0,Male,18800.0,Prepaid,64.0,24.06,1.42,409.0,27.0,1.0,No,3G,Vivo,Low (<10k),25.22,0.0,No Contract,5.0,No,0.0,3.0,2.5,3.6,No,0.0,Net Banking,2021-11-04,No,1741.0
CUST00745,Mumbai,66.0,Female,24800.0,Prepaid,15.0,100.13,0.3,309.0,32.0,2.0,No,4G,Oppo,Mid (10k-25k),106.34,1.0,With Contract,1.0,No,1.0,,5.2,1.6,No,1.0,UPI,2022-06-01,No,1532.0
CUST01017,Mumbai,48.0,Male,28100.0,Prepaid,21.0,112.37,2.8,706.0,23.0,1.0,No,4G,Samsung,Low (<10k),110.42,0.0,No Contract,1.0,No,6.0,,3.3,8.2,No,2.0,Credit Card,2023-06-26,No,1142.0
CUST01372,Mumbai,53.0,Male,25400.0,Prepaid,0.0,329.1,6.29,371.0,18.0,2.0,Yes,4G,Oppo,Premium (>60k),411.49,1.0,No Contract,4.0,No,3.0,4.0,1.0,3.4,Yes,3.0,Cash,2023-10-26,No,1020.0
CUST01276,Mumbai,45.0,Female,,Prepaid,17.0,299.56,12.5,276.0,21.0,0.0,No Complaint Filed,4G,Oppo,Low (<10k),294.32,2.0,No Contract,3.0,No,2.0,4.0,10.1,13.0,No,1.0,Credit Card,2020-08-02,No,2200.0
CUST00756,Solapur,30.0,Female,25200.0,Prepaid,4.0,133.66,0.39,513.0,22.0,0.0,No Complaint Filed,3G,Apple,Mid (10k-25k),148.68,2.0,No Contract,2.0,No,1.0,4.0,,12.0,No,1.0,Debit Card,2021-10-13,No,1763.0
CUST01050,Mumbai,74.0,Male,26300.0,Prepaid,2.0,148.73,8.91,434.0,31.0,1.0,Yes,2G,Realme,Low (<10k),153.09,0.0,With Contract,4.0,Yes,1.0,4.0,2.8,1.5,Yes,3.0,Cash,2023-11-24,Yes,991.0
CUST00331,Pune,50.0,Female,12800.0,Postpaid,15.0,647.41,11.71,581.0,31.0,3.0,No,4G,Vivo,Mid (10k-25k),714.54,1.0,No Contract,4.0,No,0.0,4.0,7.3,12.1,No,1.0,Cash,2023-07-31,No,1107.0
CUST00879,Mumbai,39.0,Female,39600.0,Postpaid,10.0,74.37,2.18,359.0,36.0,4.0,No,4G,OnePlus,Low (<10k),63.28,0.0,No Contract,3.0,No,1.0,3.0,1.7,12.3,No,2.0,UPI,2020-12-13,Yes,2067.0
CUST00171,Thane,58.0,Female,28700.0,Postpaid,54.0,103.69,3.18,318.0,28.0,0.0,No Complaint Filed,4G,Samsung,Low (<10k),86.39,1.0,No Contract,3.0,No,1.0,4.0,4.7,7.8,No,2.0,Cash,2019-07-04,No,2595.0
CUST01453,Kolhapur,53.0,Male,47800.0,Prepaid,5.0,197.89,2.48,381.0,23.0,1.0,Yes,3G,Apple,High (25k-60k),231.3,0.0,No Contract,2.0,No,1.0,4.0,6.9,3.2,Yes,0.0,UPI,2021-12-04,Yes,1711.0
,,,,,,,,,,,,No Complaint Filed,,,,,,,,,,,,,,,,,,
CUST01355,Nagpur,53.0,Male,15700.0,Prepaid,32.0,169.3,5.0,470.0,26.0,1.0,Yes,4G,OnePlus,High (25k-60k),143.57,0.0,With Contract,4.0,No,1.0,2.0,4.8,3.9,No,0.0,Net Banking,2021-05-11,Yes,1918.0
CUST00729,Mumbai,65.0,Male,30400.0,Prepaid,7.0,143.77,9.58,466.0,25.0,1.0,Yes,4G,Vivo,Premium (>60k),176.93,1.0,No Contract,1.0,Yes,1.0,4.0,0.1,4.5,Yes,1.0,Cash,2022-04-25,No,1569.0
CUST00265,Amravati,76.0,Male,23100.0,Prepaid,18.0,51.26,0.58,,28.0,2.0,No,4G,Samsung,High (25k-60k),53.87,0.0,No Contract,0.0,No,0.0,3.0,0.4,2.1,Yes,0.0,Credit Card,2021-09-24,No,1782.0
CUST00507,Navi Mumbai,63.0,Female,91300.0,Postpaid,22.0,300.86,6.37,256.0,16.0,2.0,No,4G,Oppo,Mid (10k-25k),304.5,0.0,With Contract,3.0,No,1.0,1.0,0.7,5.1,Yes,2.0,Cash,2023-02-17,No,1271.0
CUST00799,Thane,43.0,Male,12900.0,Prepaid,18.0,546.9,,147.0,24.0,1.0,Yes,3G,OnePlus,Mid (10k-25k),538.22,0.0,With Contract,1.0,No,2.0,4.0,5.2,8.7,Yes,0.0,Credit Card,2023-12-07,No,978.0
CUST01427,Mumbai,42.0,Male,16200.0,Postpaid,3.0,243.03,0.28,414.0,25.0,1.0,No,4G,,Mid (10k-25k),232.72,0.0,No Contract,6.0,No,2.0,4.0,44.4,8.7,Yes,4.0,UPI,2021-11-26,No,1719.0
CUST00718,Sangli,43.0,Male,22100.0,Prepaid,26.0,133.92,0.54,484.0,17.0,0.0,No Complaint Filed,4G,,Premium (>60k),151.28,0.0,No Contract,2.0,No,5.0,5.0,6.1,2.1,No,2.0,Debit Card,2019-05-18,No,2642.0
CUST00427,Pune,28.0,Female,32100.0,Prepaid,28.0,482.76,0.04,,31.0,3.0,No,4G,Realme,Mid (10k-25k),503.46,0.0,With Contract,3.0,No,4.0,4.0,2.5,0.2,No,0.0,Debit Card,2023-10-26,No,1020.0
CUST00698,Nashik,50.0,Female,,Prepaid,10.0,196.33,9.96,530.0,26.0,1.0,No,4G,Vivo,High (25k-60k),170.98,0.0,With Contract,1.0,Yes,2.0,4.0,22.4,0.1,Yes,0.0,Debit Card,2022-10-04,No,1407.0
CUST01166,Solapur,53.0,Male,69500.0,Prepaid,19.0,647.23,1.85,830.0,25.0,1.0,Yes,4G,Xiaomi,High (25k-60k),726.17,1.0,No Contract,4.0,No,1.0,4.0,7.3,17.7,Yes,0.0,Credit Card,2023-06-11,No,1157.0
CUST00747,Pune,47.0,Male,25200.0,Postpaid,24.0,19.8,8.22,266.0,28.0,3.0,No,4G,,Mid (10k-25k),24.14,0.0,With Contract,2.0,No,1.0,4.0,0.4,12.2,Yes,0.0,Credit Card,2019-03-26,No,2695.0
CUST01028,Kolhapur,50.0,Male,52000.0,Prepaid,61.0,200.87,1.92,489.0,29.0,2.0,Yes,3G,Xiaomi,High (25k-60k),214.0,1.0,No Contract,3.0,No,2.0,4.0,7.5,5.3,No,0.0,UPI,2019-06-05,No,2624.0
CUST01040,Pune,53.0,Male,,Prepaid,39.0,130.55,4.1,845.0,22.0,0.0,No Complaint Filed,4G,Apple,Low (<10k),147.02,0.0,With Contract,4.0,No,1.0,4.0,9.3,3.5,No,3.0,Cash,2022-03-30,No,1595.0
CUST00214,Mumbai,76.0,Female,11100.0,Prepaid,0.0,375.53,1.13,233.0,18.0,2.0,No,4G,Vivo,Low (<10k),453.53,0.0,No Contract,0.0,Yes,1.0,4.0,9.7,8.3,No,3.0,Cash,2023-03-08,No,1252.0
CUST00818,Pune,,Female,19700.0,Postpaid,19.0,189.72,2.22,566.0,31.0,1.0,No,3G,Apple,Low (<10k),181.81,0.0,No Contract,2.0,No,2.0,4.0,2.9,3.6,Yes,0.0,UPI,2024-02-23,No,900.0
CUST01158,Amravati,59.0,Female,20200.0,Postpaid,3.0,91.46,9.97,408.0,22.0,3.0,No,4G,Samsung,Mid (10k-25k),92.11,0.0,No Contract,2.0,No,1.0,4.0,11.5,13.1,Yes,1.0,Debit Card,2024-05-10,No,823.0
CUST01480,Pune,33.0,Female,33000.0,Prepaid,7.0,428.58,4.56,399.0,24.0,2.0,No,3G,Oppo,Low (<10k),494.16,1.0,No Contract,0.0,No,0.0,5.0,3.4,0.7,Yes,4.0,Debit Card,2019-05-26,No,2634.0
CUST00325,Navi Mumbai,65.0,Female,24000.0,Prepaid,17.0,163.76,,333.0,18.0,2.0,No,4G,Oppo,,203.77,1.0,No Contract,2.0,No,1.0,5.0,3.8,3.4,No,1.0,Cash,2021-04-26,No,1933.0
CUST00327,Nagpur,58.0,Male,61000.0,Prepaid,0.0,399.06,1.27,256.0,31.0,0.0,No Complaint Filed,4G,Samsung,Mid (10k-25k),473.62,0.0,No Contract,1.0,No,1.0,4.0,0.1,5.2,No,0.0,UPI,2022-02-12,No,1641.0
CUST00684,Thane,43.0,Male,18700.0,Prepaid,0.0,289.01,1.43,575.0,19.0,2.0,No,4G,Samsung,Low (<10k),261.96,0.0,No Contract,3.0,No,0.0,4.0,6.8,2.8,No,4.0,Cash,2021-01-25,No,2024.0
CUST00200,Chhatrapati Sambhajinagar,32.0,Female,44500.0,Postpaid,18.0,118.8,0.32,255.0,30.0,4.0,No,4G,Samsung,High (25k-60k),100.68,0.0,With Contract,1.0,No,1.0,3.0,2.8,1.7,Yes,0.0,Net Banking,2021-10-05,No,1771.0
CUST00666,Mumbai,50.0,Female,7700.0,Prepaid,2.0,147.41,2.09,784.0,22.0,1.0,No,3G,Samsung,High (25k-60k),,0.0,No Contract,0.0,No,3.0,2.0,20.9,9.8,No,2.0,Debit Card,2020-09-18,No,2153.0
CUST00352,Kolhapur,50.0,Female,29600.0,Prepaid,32.0,443.33,0.72,,20.0,0.0,No Complaint Filed,3G,Vivo,High (25k-60k),524.54,0.0,No Contract,0.0,No,4.0,3.0,2.0,2.6,No,0.0,Debit Card,2020-07-22,No,2211.0
CUST01289,Mumbai,78.0,Male,62000.0,Prepaid,21.0,304.68,5.09,722.0,31.0,1.0,Yes,4G,Xiaomi,Low (<10k),339.07,1.0,With Contract,2.0,No,0.0,5.0,5.9,0.1,No,2.0,UPI,2019-02-28,No,2721.0
CUST01173,Nashik,62.0,Male,20200.0,Prepaid,21.0,361.16,12.92,635.0,27.0,1.0,Yes,4G,Xiaomi,Premium (>60k),,0.0,With Contract,1.0,No,1.0,4.0,0.9,31.4,No,4.0,Credit Card,2021-05-23,No,1906.0
CUST00472,Sangli,55.0,Female,41700.0,Prepaid,10.0,242.88,0.5,508.0,29.0,4.0,No,4G,Samsung,Low (<10k),307.55,1.0,No Contract,3.0,No,1.0,5.0,10.5,0.6,Yes,1.0,UPI,2023-09-20,No,1056.0
CUST00217,Pune,57.0,Male,21000.0,Prepaid,23.0,90.48,12.12,555.0,26.0,0.0,No Complaint Filed,3G,Samsung,Low (<10k),100.67,1.0,,2.0,No,4.0,5.0,2.5,5.5,No,3.0,Cash,2023-11-15,No,1000.0
CUST00643,Mumbai,56.0,Male,14700.0,Prepaid,23.0,279.48,11.9,563.0,21.0,1.0,Yes,2G,Xiaomi,High (25k-60k),263.71,0.0,With Contract,1.0,Yes,3.0,2.0,7.0,7.5,No,0.0,Wallet,2024-06-03,No,799.0
CUST00254,Pune,47.0,Male,15500.0,Prepaid,0.0,247.71,8.97,314.0,18.0,4.0,No,4G,Apple,Low (<10k),292.36,1.0,No Contract,1.0,No,2.0,3.0,2.8,0.1,No,0.0,Debit Card,2020-01-02,No,2413.0
CUST00153,Mumbai,73.0,Male,37600.0,Postpaid,15.0,370.31,5.08,434.0,13.0,3.0,Yes,4G,,Low (<10k),441.59,1.0,With Contract,1.0,Yes,3.0,3.0,0.5,3.3,No,1.0,Debit Card,2023-05-27,No,1172.0
CUST00195,Pune,52.0,Male,32400.0,Prepaid,3.0,157.09,1.63,590.0,18.0,1.0,No,4G,Apple,Low (<10k),159.08,0.0,No Contract,2.0,No,2.0,3.0,,8.3,No,2.0,Net Banking,2024-01-28,No,926.0
CUST00375,Mumbai,51.0,Male,17600.0,Prepaid,8.0,332.02,8.3,426.0,26.0,0.0,No Complaint Filed,4G,Samsung,Premium (>60k),362.61,0.0,No Contract,1.0,Yes,1.0,1.0,19.1,0.7,Yes,0.0,Wallet,2022-09-20,No,1421.0
CUST01174,Mumbai,55.0,Male,12300.0,Prepaid,16.0,416.5,0.03,540.0,22.0,0.0,No Complaint Filed,3G,Samsung,Mid (10k-25k),351.65,0.0,With Contract,2.0,No,3.0,5.0,0.7,9.6,Yes,1.0,Credit Card,2021-08-27,No,1810.0
CUST00069,Mumbai,33.0,Female,14100.0,Prepaid,1.0,117.1,,798.0,29.0,0.0,No Complaint Filed,4G,Samsung,Premium (>60k),127.69,2.0,No Contract,1.0,No,1.0,5.0,1.5,7.2,No,2.0,Wallet,2021-08-22,Yes,1815.0
CUST00131,Pune,38.0,Male,32400.0,Postpaid,37.0,82.66,0.82,679.0,32.0,1.0,Yes,4G,OnePlus,Low (<10k),94.98,1.0,With Contract,1.0,No,1.0,3.0,1.1,0.1,Yes,0.0,UPI,2023-06-29,No,1139.0
CUST00329,Pune,53.0,Male,20100.0,Postpaid,2.0,146.15,6.14,333.0,23.0,1.0,Yes,3G,Realme,Low (<10k),155.2,0.0,With Contract,4.0,No,2.0,5.0,1.2,0.0,No,0.0,UPI,2019-02-14,No,2735.0
CUST01216,Mumbai,45.0,Male,7200.0,Postpaid,11.0,339.85,27.58,249.0,24.0,1.0,Yes,4G,OnePlus,Premium (>60k),429.18,1.0,No Contract,3.0,No,3.0,3.0,19.4,6.7,No,3.0,UPI,2022-06-03,Yes,1530.0
CUST00301,Mumbai,48.0,Male,14300.0,Postpaid,6.0,453.25,6.64,330.0,28.0,1.0,Yes,4G,Samsung,High (25k-60k),477.75,0.0,No Contract,1.0,No,0.0,,1.9,0.0,No,0.0,UPI,2023-11-21,No,994.0
CUST01348,Pune,65.0,Male,11500.0,Postpaid,6.0,412.71,0.66,487.0,20.0,0.0,No Complaint Filed,4G,Vivo,High (25k-60k),518.21,1.0,No Contract,1.0,No,2.0,4.0,5.5,2.8,No,4.0,Cash,2022-06-03,No,1530.0
CUST01261,Mumbai,74.0,Male,23600.0,Prepaid,12.0,237.95,3.42,303.0,21.0,2.0,No,5G,Vivo,Mid (10k-25k),308.0,1.0,With Contract,2.0,No,3.0,5.0,1.8,7.4,No,2.0,UPI,2023-10-28,No,1018.0
CUST01455,Mumbai,48.0,Male,,Postpaid,17.0,263.89,0.61,787.0,20.0,1.0,No,4G,Xiaomi,High (25k-60k),342.24,2.0,With Contract,3.0,No,2.0,3.0,1.9,4.3,No,0.0,UPI,2023-11-29,No,986.0
CUST00355,Mumbai,37.0,Other,11500.0,Prepaid,11.0,642.87,18.52,607.0,24.0,1.0,Yes,4G,,Premium (>60k),690.04,1.0,No Contract,4.0,No,1.0,3.0,6.9,1.9,No,1.0,Debit Card,2022-09-11,No,1430.0
CUST01476,Thane,85.0,Male,17600.0,Prepaid,0.0,96.98,5.95,728.0,28.0,3.0,No,4G,Samsung,Premium (>60k),116.34,1.0,With Contract,2.0,Yes,1.0,1.0,20.3,1.3,Yes,0.0,Cash,2023-10-13,Yes,1033.0
CUST00241,Navi Mumbai,36.0,Female,18300.0,Prepaid,25.0,382.3,12.19,425.0,26.0,1.0,No,4G,Samsung,Mid (10k-25k),349.09,0.0,No Contract,0.0,No,3.0,4.0,0.8,5.9,No,3.0,Cash,2020-01-21,No,2394.0
CUST00572,Chhatrapati Sambhajinagar,62.0,Female,,Prepaid,26.0,286.42,3.08,645.0,14.0,2.0,Yes,4G,Xiaomi,Low (<10k),240.28,1.0,With Contract,0.0,No,2.0,5.0,21.5,8.2,No,2.0,UPI,2023-08-30,No,1077.0
CUST01424,Mumbai,43.0,Male,38500.0,Postpaid,16.0,426.53,2.67,622.0,27.0,2.0,No,4G,Oppo,High (25k-60k),367.52,0.0,No Contract,2.0,No,1.0,5.0,,5.4,No,1.0,,2019-04-15,No,2675.0
CUST00188,Nagpur,45.0,Female,,Postpaid,35.0,540.52,3.62,335.0,26.0,3.0,No,,Samsung,Low (<10k),643.15,1.0,With Contract,0.0,No,1.0,4.0,22.5,4.5,No,3.0,,2020-07-14,No,2219.0
CUST00717,Kolhapur,61.0,Female,37900.0,Prepaid,9.0,498.44,3.75,460.0,26.0,1.0,Yes,4G,,High (25k-60k),441.25,2.0,No Contract,2.0,No,1.0,5.0,0.5,1.2,No,1.0,Wallet,2022-08-21,No,1451.0
CUST01114,Nagpur,53.0,Male,16000.0,Prepaid,16.0,245.08,8.46,615.0,26.0,1.0,No,3G,Realme,Premium (>60k),234.86,1.0,With Contract,1.0,No,1.0,1.0,16.1,2.6,Yes,3.0,UPI,2021-07-04,No,1864.0
CUST01052,Nagpur,41.0,,28500.0,Postpaid,16.0,159.96,3.52,564.0,24.0,1.0,No,4G,Xiaomi,Low (<10k),192.33,1.0,No Contract,2.0,No,1.0,3.0,2.0,6.8,No,2.0,UPI,2022-07-07,No,1496.0
CUST00759,Amravati,66.0,Male,36500.0,Prepaid,34.0,405.97,15.06,813.0,24.0,1.0,No,4G,Oppo,Mid (10k-25k),366.83,0.0,With Contract,2.0,No,1.0,3.0,38.0,0.7,No,1.0,Debit Card,2024-01-23,No,931.0
CUST00978,Mumbai,43.0,Male,,Postpaid,1.0,631.1,6.26,785.0,22.0,0.0,No Complaint Filed,4G,Samsung,High (25k-60k),755.69,1.0,With Contract,1.0,No,0.0,4.0,31.2,0.5,Yes,2.0,Cash,2023-01-01,No,1318.0
CUST01018,Nagpur,54.0,Female,49800.0,Prepaid,12.0,322.77,6.83,758.0,24.0,1.0,Yes,4G,Samsung,Mid (10k-25k),347.36,0.0,With Contract,2.0,No,3.0,3.0,0.7,1.2,No,0.0,UPI,2020-12-28,No,2052.0
CUST00284,Mumbai,69.0,Female,30500.0,Prepaid,3.0,60.9,3.81,351.0,22.0,3.0,No,4G,Oppo,Mid (10k-25k),76.27,0.0,No Contract,3.0,No,1.0,4.0,17.8,2.6,Yes,0.0,UPI,2021-04-15,Yes,1944.0
CUST00508,Solapur,60.0,Male,35600.0,Postpaid,13.0,121.73,0.47,543.0,21.0,1.0,No,3G,Apple,High (25k-60k),,2.0,No Contract,1.0,No,3.0,5.0,4.4,3.7,No,0.0,UPI,2021-08-18,No,1819.0
CUST00836,Pune,48.0,Female,14900.0,Prepaid,52.0,70.73,6.8,454.0,25.0,1.0,Yes,2G,Xiaomi,Low (<10k),84.03,0.0,No Contract,0.0,No,3.0,,1.0,1.5,Yes,2.0,UPI,2024-03-08,No,886.0
CUST01125,Thane,51.0,Male,69400.0,Postpaid,4.0,127.01,1.63,253.0,29.0,0.0,No Complaint Filed,4G,Vivo,High (25k-60k),134.77,0.0,No Contract,3.0,No,0.0,2.0,3.8,1.9,No,1.0,Debit Card,2020-11-01,Yes,2109.0
CUST00519,Akola,73.0,Male,26400.0,Postpaid,9.0,240.36,0.13,285.0,21.0,0.0,No Complaint Filed,4G,Xiaomi,Low (<10k),213.16,2.0,No Contract,2.0,No,0.0,4.0,18.1,5.0,Yes,1.0,UPI,2023-03-20,No,1240.0
CUST01445,Kolhapur,65.0,Male,41000.0,Prepaid,40.0,81.37,2.16,411.0,22.0,1.0,Yes,4G,Vivo,Low (<10k),69.24,0.0,No Contract,0.0,No,0.0,2.0,5.5,1.1,Yes,0.0,Credit Card,2022-06-03,No,1530.0
CUST00110,Mumbai,85.0,Female,32700.0,Postpaid,4.0,105.79,4.24,205.0,29.0,1.0,No,4G,Xiaomi,Low (<10k),92.62,2.0,No Contract,1.0,No,3.0,4.0,20.0,9.0,No,0.0,UPI,2020-11-21,No,2089.0
CUST01316,Thane,50.0,,23400.0,Postpaid,18.0,253.86,37.84,333.0,33.0,2.0,No,4G,Realme,Premium (>60k),225.77,0.0,No Contract,2.0,No,1.0,3.0,9.5,11.0,Yes,1.0,UPI,2021-08-13,No,1824.0
CUST00123,Pune,85.0,Female,25500.0,Prepaid,31.0,158.47,8.05,546.0,23.0,2.0,Yes,4G,Vivo,High (25k-60k),133.78,1.0,No Contract,1.0,No,0.0,4.0,2.8,2.6,No,4.0,Cash,2022-10-27,No,1384.0
CUST00431,Mumbai,49.0,Female,66800.0,Prepaid,32.0,261.65,10.63,477.0,19.0,2.0,No,4G,Apple,Mid (10k-25k),297.42,0.0,With Contract,6.0,No,3.0,5.0,0.5,2.9,No,0.0,UPI,2021-09-28,No,1778.0
