customer_id,city,age,gender,monthly_income,plan_type,tenure_months,monthly_recharge_amount,data_usage_gb,call_minutes_used,sms_count,number_of_complaints,complaint_resolved,network_type,device_brand,device_price_range,avg_monthly_bill,late_payment_count,contract_type,customer_service_calls,international_roaming_used,value_added_services_count,satisfaction_score,app_usage_hours_per_week,social_media_usage_hours,streaming_service_used,number_of_family_lines,payment_method,signup_date,churn
CUST00327,Nagpur city,58,Male,61000,Prepaid,0,399.06,1.27,256,31,0,N/A,4g,samsung,Mid (10k-25k),473.62,0,No Contract,1,No,1,4,0.1,5.2,No,0,UPI,12-02-2022,No
CUST00684,Thane,43,Male,18700,Prepaid,0,289.01,1.43,575,19,2,No,4g,Samsung,Low (<10k),261.96,0,No Contract,3,No,0,4,6.8,2.8,No,4,Cash,25-01-2021,No
CUST00200,Aurangabad,32,Female,44500,Postpaid,18,118.8,0.32,255,30,4,NO,4G,Samsung,High (25k-60k),100.68,0,With Contract,1,No,1,3,2.8,1.7,Yes,0,Net Banking,05-10-2021,No
CUST00666,Mumbai,50,female,7700,Prepaid,2,147.41,2.09,784,22,1,No,3G,Samsung,High (25k-60k),,0,No Contract,0,No,3,2,20.9,9.8,No,2,Debit Card,18-09-2020,No
CUST00352,kolhapur,50,F,29600,prepaid,32,443.33,0.72,,20,0,N/A,3G,Vivo,High (25k-60k),524.54,0,No Contract,0,No,4,3,2,2.6,No,0,Debit Card,22-07-2020,No
CUST01289,Mumbai ,78,male,62000,Prepaid,21,304.68,5.09,722,31,1,yes,4g,Xiaomi,Low (<10k),339.07,1,With Contract,2,No,0,5,5.9,0.1,No,2,UPI,02/28/2019,No
CUST01173,Nashik,62,M,20200,Prepaid,21,361.16,12.92,635,27,1,yes,4G,Xiaomi,Premium (>60k),,0,With Contract,1,No,1,4,0.9,31.4,No,4,Credit Card,05/23/2021,No
CUST00472,sangli,55,F,41700,Prepaid,10,242.88,0.5,508,29,4,No,4g,Samsung,Low (<10k),307.55,1,No Contract,3,No,1,5,10.5,0.6,Yes,1,UPI,20-09-2023,No
CUST00217,Pune,57,Male,21000,Prepaid,23,90.48,12.12,555,26,0,N/A,3G,Samsung,Low (<10k),100.67,1,Unknown,2,No,4,5,2.5,5.5,No,3,Cash,15-11-2023,No
CUST00643,Mumbai,56,M,14700,Prepaid,23,279.48,11.9,563,21,1,Yes,2G,Xiaomi,High (25k-60k),263.71,0,With Contract,1,Yes,3,2,7,7.5,No,0,Wallet,03-06-2024,No
CUST00254,pune,47,Male,15500,prepaid,0,247.71,8.97,314,18,4,NO,4G,Apple,Low (<10k),292.36,1,No Contract,1,No,2,3,2.8,0.1,No,0,Debit Card,02-01-2020,No
CUST00153,Mumbai ,73,Male,37600,POSTPAID,15,370.31,5.08,434,13,3,yes,4G,,Low (<10k),441.59,1,With Contract,1,Yes,3,3,0.5,3.3,No,1,Debit Card,27-05-2023,No
CUST00195,Pune,52,Male,32400,Prepaid,3,157.09,1.63,590,18,1,No,4G,Apple,Low (<10k),159.08,0,No Contract,2,No,2,3,,8.3,No,2,Net Banking,28-01-2024,No
CUST00375,mumbai,51,M,17600,Prepaid,8,332.02,8.3,426,26,0,N/A,4G,Samsung,Premium (>60k),362.61,0,No Contract,1,Yes,1,1,19.1,0.7,Yes,0,Wallet,09/20/2022,No
CUST01174,MUMBAI,55,Male,12300,Prepaid,16,416.5,0.03,540,22,0,N/A,3G,Samsung,Mid (10k-25k),351.65,0,With Contract,2,No,3,5,0.7,9.6,Yes,1,Credit Card,27-08-2021,No
CUST00069,MUMBAI,33,Female,14100,Prepaid,1,117.1,,798,29,0,N/A,4G,Samsung,Premium (>60k),127.69,2,No Contract,1,No,1,5,1.5,7.2,No,2,Wallet,22-08-2021,Yes
CUST00131,PUNE,38,M,32400,Postpaid,37,82.66,0.82,679,32,1,yes,4g,OnePlus,Low (<10k),94.98,1,With Contract,1,No,1,3,1.1,0.1,Yes,0,UPI,29-06-2023,No
CUST00329,Pune,53,M,20100,Postpaid,2,146.15,6.14,333,23,1,Yes,3G,Realme,Low (<10k),155.2,0,With Contract,4,No,2,5,1.2,0,No,0,UPI,02/14/2019,No
CUST01216,MUMBAI,45,Male,7200,Postpaid,11,339.85,27.58,249,24,1,yes,4g,OnePlus,Premium (>60k),429.18,1,No Contract,3,No,3,3,19.4,6.7,No,3,UPI,03-06-2022,Yes
CUST00301,Mumbai ,48,male,14300,Postpaid,6,453.25,6.64,330,28,1,yes,4G,Samsung,High (25k-60k),477.75,0,No Contract,1,No,0,,1.9,0,No,0,UPI,21-11-2023,No
CUST01348,Pune,65,Male,11500,Postpaid,6,412.71,0.66,487,20,0,N/A,4G,Vivo,High (25k-60k),518.21,1,No Contract,1,No,2,4,5.5,2.8,No,4,Cash,03-06-2022,No
CUST01261,Bombay,74,Male,23600,Prepaid,12,237.95,3.42,303,21,2,No,5G,Vivo,Mid (10k-25k),308,1,With Contract,2,No,3,5,1.8,7.4,No,2,UPI,10/28/2023,No
CUST01455,Mumbai ,48,male,,POSTPAID,17,263.89,0.61,787,20,1,NO,4G,Xiaomi,High (25k-60k),342.24,2,With Contract,3,No,2,3,1.9,4.3,No,0,UPI,29-11-2023,No
CUST00355,Mumbai,37,Other,11500,Prepaid,11,642.87,18.52,607,24,1,yes,4G,,Premium (>60k),690.04,1,No Contract,4,No,1,3,6.9,1.9,No,1,Debit Card,11-09-2022,No
CUST01476,THANE,85,Male,17600,prepaid,0,96.98,5.95,728,28,3,No,4G,Samsung,Premium (>60k),116.34,1,With Contract,2,Yes,1,1,20.3,1.3,Yes,0,Cash,13-10-2023,Yes
CUST00241,Navi Mumbai,36,F,18300,Prepaid,25,382.3,12.19,425,26,1,NO,4G,Samsung,Mid (10k-25k),349.09,0,No Contract,0,No,3,4,0.8,5.9,No,3,Cash,21-01-2020,No
CUST00572,aurangabad,62,Female,,Prepaid,26,286.42,3.08,645,14,2,yes,4G,Xiaomi,Low (<10k),240.28,1,with contract,0,No,2,5,21.5,8.2,No,2,upi,30-08-2023,No
CUST01424,Mumbai ,43,Male,38500,Postpaid,16,426.53,2.67,622,27,2,No,4G,Oppo,High (25k-60k),367.52,0,No Contract,2,No,1,5,,5.4,No,1,,15-04-2019,No
CUST00188,Nagpur,45,Female,,POSTPAID,35,540.52,3.62,335,26,3,NO,None,Samsung,Low (<10k),643.15,1,With Contract,0,No,1,4,22.5,4.5,No,3,,14-07-2020,No
CUST00717,Kolhapur,61,F,37900,Prepaid,9,498.44,3.75,460,26,1,yes,4G,Unknown,High (25k-60k),441.25,2,No Contract,2,No,1,5,0.5,1.2,No,1,Wallet,21-08-2022,No
CUST01114,nagpur,53,M,16000,Prepaid,16,245.08,8.46,615,26,1,NO,3G,Realme,Premium (>60k),234.86,1,With Contract,1,No,1,1,16.1,2.6,Yes,3,UPI,04-07-2021,No
CUST01052,Nagpur city,41,,28500,Postpaid,16,159.96,3.52,564,24,1,NO,4G,Xiaomi,Low (<10k),192.33,1,No Contract,2,No,1,3,2,6.8,No,2,UPI,07-07-2022,No
CUST00759,amravati,66,Male,36500,Prepaid,34,405.97,15.06,813,24,1,No,4G,Oppo,Mid (10k-25k),366.83,0,With Contract,2,No,1,3,38,0.7,No,1,Debit Card,01/23/2024,No
CUST00978,Mumbai ,43,M,,Postpaid,1,631.1,6.26,785,22,0,N/A,4G,Samsung,High (25k-60k),755.69,1,With Contract,1,No,0,4,31.2,0.5,Yes,2,Cash,01-01-2023,No
CUST01018,nagpur,54,Female,49800,prepaid,12,322.77,6.83,758,24,1,yes,4G,Samsung,Mid (10k-25k),347.36,0,With Contract,2,No,3,3,0.7,1.2,No,0,upi,12/28/2020,No
CUST00284,mumbai,69,Female,30500,Prepaid,3,60.9,3.81,351,22,3,NO,4G,Oppo,Mid (10k-25k),76.27,0,No Contract,3,No,1,4,17.8,2.6,Yes,0,UPI,15-04-2021,Yes
CUST00508,solapur,60,M,35600,Postpaid,13,121.73,0.47,543,21,1,No,3G,Apple,High (25k-60k),,2,No Contract,1,No,3,5,4.4,3.7,No,0,UPI,18-08-2021,No
CUST00836,pune,48,Female,14900,Prepaid,52,70.73,6.8,454,25,1,yes,2G,Xiaomi,Low (<10k),84.03,0,No Contract,0,No,3,,1,1.5,Yes,2,UPI,08-03-2024,No
CUST01125,Thane,51,Male,69400,Postpaid,4,127.01,1.63,253,29,0,N/A,4G,Vivo,High (25k-60k),134.77,0,No Contract,3,No,0,2,3.8,1.9,No,1,Debit Card,01-11-2020,Yes
CUST00519,akola,73,Male,26400,Postpaid,9,240.36,0.13,285,21,0,N/A,4g,Xiaomi,Low (<10k),213.16,2,No Contract,2,No,0,4,18.1,5,Yes,1,UPI,20-03-2023,No
CUST01445,kolhapur,65,M,41000,Prepaid,40,81.37,2.16,411,22,1,yes,4G,Vivo,Low (<10k),69.24,0,No Contract,0,No,0,2,5.5,1.1,Yes,0,Credit Card,03-06-2022,No
CUST00110,Mumbai ,85,Female,32700,Postpaid,4,105.79,4.24,205,29,1,NO,4G,Xiaomi,Low (<10k),92.62,2,No Contract,1,No,3,4,20,9,No,0,UPI,21-11-2020,No
CUST01316,Thane,50,,23400,Postpaid,18,253.86,37.84,333,33,2,NO,4g,Realme,Premium (>60k),225.77,0,No Contract,2,No,1,3,9.5,11,Yes,1,UPI,08/13/2021,No
CUST00123,Pune,85,Female,25500,Prepaid,31,158.47,8.05,546,23,2,yes,4g,Vivo,High (25k-60k),133.78,1,No Contract,1,No,0,4,2.8,2.6,No,4,Cash,27-10-2022,No
CUST00431,Bombay,49,Female,66800,Prepaid,32,261.65,10.63,477,19,2,No,4G,Apple,Mid (10k-25k),297.42,0,With Contract,6,No,3,5,0.5,2.9,No,0,UPI,09/28/2021,No
CUST00281,Amravati,55,Male,0,Prepaid,25,333.08,0.48,520,21,0,N/A,4G,Xiaomi,High (25k-60k),384.9,2,No Contract,2,Yes,1,4,4.3,3.4,Yes,2,Debit Card,25-12-2023,No
CUST01068,Mumbai ,27,Male,16100,Prepaid,6,449.88,0.48,733,25,1,yes,4G,,Premium (>60k),543.32,3,No Contract,2,No,1,1,1.5,1.2,Yes,0,Cash,29-10-2021,Yes
CUST00667,Mumbai ,52,Female,48300,Prepaid,22,199.57,10.57,402,25,0,N/A,4G,Vivo,Low (<10k),222.51,0,With Contract,1,No,0,3,2,4.7,Yes,0,Wallet,01/31/2019,No
CUST00499,Sangli,37,Male,12800,Prepaid,42,90.35,13.84,338,25,0,N/A,4g,Xiaomi,Premium (>60k),,0,No Contract,2,No,2,3,3.5,0.2,No,1,Wallet,14-03-2022,No
CUST00490,amravati,64,M,,Prepaid,8,252.13,13.28,927,20,1,No,4g,,Low (<10k),256.84,0,With Contract,1,No,1,2,8.7,1.1,No,4,UPI,19-12-2022,No
CUST00803,nashik,52,Female,11000,prepaid,13,139.1,2.51,454,24,0,N/A,5G,Realme,Low (<10k),162.97,0,No Contract,2,No,2,2,3.6,1.5,No,0,UPI,29-12-2023,No
CUST01382,Pune,62,F,16400,Postpaid,18,131.45,1.03,790,26,0,N/A,4G,Apple,Mid (10k-25k),122.75,2,No Contract,0,Yes,1,3,0.6,6.7,Yes,0,Wallet,16-04-2022,No
CUST00594,Pune,72,Female,32200,prepaid,5,200.56,10.49,617,41,0,N/A,4G,Realme,High (25k-60k),237.17,0,No Contract,2,Yes,0,3,9.3,4.3,Yes,1,UPI,12/31/2023,Yes
CUST01088,MUMBAI,49,Female,66100,Prepaid,2,59.9,1.37,92,32,0,N/A,4G,Samsung,Low (<10k),48.78,0,No Contract,2,No,2,5,,3.4,Yes,0,,17-11-2022,No
CUST00563,Mumbai ,50,M,23700,prepaid,8,251.66,13.09,149,26,0,N/A,5G,Samsung,Low (<10k),237.23,2,With Contract,0,No,0,3,0.6,2.7,No,0,UPI,01/17/2022,No
CUST00893,Kolhapur,54,Female,9999999,prepaid,3,287.76,1.17,590,27,1,yes,5G,Realme,Mid (10k-25k),233.33,0,With Contract,3,No,1,4,6.8,2.1,No,0,UPI,14-09-2021,No
CUST01189, Pune,62,Female,44200,Prepaid,47,186.93,23.47,667,28,2,No,4G,Oppo,Low (<10k),188.81,1,with contract,1,No,7,2,11.1,6.3,No,0,Debit Card,03-09-2023,No
CUST00068,Solapur,60,Male,27700,Prepaid,1,43.17,0.26,309,21,1,No,4G,Vivo,Low (<10k),45.23,2,No Contract,4,No,1,3,27.9,0.3,No,1,Credit Card,04-03-2023,Yes
CUST01029,pune,40,Male,45300,Postpaid,15,128.3,2.12,742,25,2,yes,4G,Vivo,High (25k-60k),144.5,0,With Contract,2,No,1,4,18.1,14,Yes,0,Credit Card,30-01-2021,No
CUST00694,Mumbai ,49,Female,24000,Prepaid,0,236.26,1.27,605,28,4,Yes,4g,Samsung,Low (<10k),236.67,1,With Contract,5,No,2,5,6.2,2.4,No,0,Cash,13-07-2023,No
CUST00485,nashik,35,Male,16100,Prepaid,6,250.61,15.18,461,25,0,N/A,4G,Oppo,High (25k-60k),203.63,0,With Contract,3,No,2,4,5.7,11.6,No,0,Wallet,04-04-2023,No
CUST01222,Bombay,55,M,42800,prepaid,0,173.42,20.71,566,15,0,N/A,5G,Samsung,Mid (10k-25k),222.81,2,With Contract,2,No,2,2,12,17.5,No,0,upi,18-05-2019,No
CUST01267,Pune,37,Female,16500,Prepaid,6,151.8,0.33,292,22,1,NO,4G,Vivo,null,134.93,1,With Contract,2,No,0,4,2.2,1.4,No,2,upi,01-04-2021,No
CUST01057,Aurangabad,52,Female,13500,Prepaid,1,109.78,1.57,440,27,1,No,3G,Vivo,Mid (10k-25k),139.87,3,No Contract,2,No,1,3,13.9,11,No,2,UPI,10/13/2023,Yes
CUST00415,Nashik,78,Female,48300,Prepaid,60,194.07,11.7,,25,1,yes,4G,Oppo,Mid (10k-25k),219.07,1,With Contract,0,No,3,4,25,8.1,Yes,0,UPI,14-04-2020,No
CUST00373,Bombay,28,Female,17000,Prepaid,20,24.72,1.11,539,18,2,Yes,4G,Apple,Low (<10k),30.08,0,No Contract,0,No,2,4,14.8,3.2,Yes,1,UPI,11-06-2023,No
CUST00514,Kolhapur,49,Male,,POSTPAID,5,84.58,7.2,301,19,2,NO,4G,Oppo,Mid (10k-25k),77.43,2,With Contract,3,No,0,1,1.6,4.1,No,4,UPI,13-10-2021,Yes
CUST00417, Pune,33,F,,prepaid,0,109.24,4.49,573,27,0,N/A,4g,Samsung,High (25k-60k),130.68,0,No Contract,4,No,2,5,11.2,12.8,No,1,Credit Card,04/14/2019,No
CUST00319,mumbai,37,Female,9100,Prepaid,12,427.95,6.66,487,25,1,yes,4G,Samsung,Low (<10k),465.52,0,No Contract,1,No,2,2,,9.4,No,1,Debit Card,07/21/2021,No
CUST00937,Mumbai ,61,Female,72500,Prepaid,10,140.15,4.23,912,31,1,Yes,4G,OnePlus,Mid (10k-25k),169.26,1,No Contract,2,No,2,5,2.6,1.3,No,0,UPI,02-04-2019,No
CUST00569,NaviMumbai,68,Male,46100,Prepaid,3,203.52,11.87,563,26,1,yes,4G,Xiaomi,Low (<10k),262.45,1,With Contract,2,No,1,3,1.9,2.2,No,1,UPI,02-01-2021,No
CUST00631,THANE,46,Male,,Prepaid,10,285.62,11.99,149,33,1,yes,5G,Xiaomi,Mid (10k-25k),316.91,0,With Contract,1,No,0,,10.5,13.5,Yes,0,Net Banking,05-02-2019,No
CUST00863,Nagpur,39,Male,24600,Prepaid,43,205.06,2.15,155,25,2,Yes,4G,Xiaomi,Premium (>60k),210.18,0,No Contract,2,No,2,4,17.5,11.5,No,0,Net Banking,20-06-2021,No
CUST00133,Mumbai,48,Female,21000,Prepaid,50,381.07,0.82,607,20,0,N/A,4G,Xiaomi,Premium (>60k),485.53,2,With Contract,2,No,1,2,6,0.5,No,2,UPI,04/23/2020,No
CUST00849,nagpur,37,Female,6900,prepaid,10,164.21,9.94,810,31,2,yes,4G,APPLE,High (25k-60k),204.01,0,With Contract,0,No,0,4,25.1,6,Yes,0,,06-04-2022,No
CUST00493,MUMBAI,55,Female,59200,Postpaid,43,45.97,2.57,412,25,2,NO,2G,Apple,Mid (10k-25k),37.81,1,With Contract,2,No,1,2,3.5,7.4,No,3,Credit Card,06-08-2022,No
CUST00416,pune,66,M,62300,Prepaid,5,357.3,0.36,558,32,3,No,4G,Apple,Mid (10k-25k),432.6,1,No Contract,4,No,3,2,16.6,3.3,No,2,Net Banking,12-11-2022,Yes
CUST00826,NaviMumbai,77,male,18800,Prepaid,8,183.7,7.88,757,27,0,N/A,4G,Xiaomi,Low (<10k),210.78,2,No Contract,4,Yes,1,2,0.5,16.6,No,0,Wallet,02-01-2021,No
CUST01295,Solapur,67,Female,25100,Prepaid,26,121.44,7.03,0,23,2,No,5G,Xiaomi,Mid (10k-25k),118.5,0,With Contract,2,No,0,2,6.4,2,No,3,UPI,04-03-2020,No
CUST00699,MUMBAI,59,Female,18500,Prepaid,10,117.25,3.14,321,15,0,N/A,4G,Vivo,High (25k-60k),114.55,0,No Contract,4,No,1,5,13,15.1,No,0,Cash,06/13/2019,No
CUST00446,Navi Mumbai,55,Female,,Prepaid,9,253.9,18.56,530,22,1,NO,5G,OnePlus,Low (<10k),222.37,0,With Contract,4,No,4,3,1.7,0.2,No,1,Net Banking,16-12-2021,No
CUST00126, Pune,80,Female,48300,prepaid,0,399.2,4.6,498,25,2,yes,4G,Oppo,Mid (10k-25k),377.97,1,No Contract,2,No,2,5,12.8,3.8,Yes,0,UPI,17-10-2019,No
CUST00466,pune,28,Female,44600,Prepaid,1,140.44,3.76,178,29,1,No,4G,Apple,Low (<10k),174.25,0,With Contract,8,No,0,1,12.5,0.4,Yes,1,Wallet,09-11-2022,Yes
CUST01495,nashik,60,Male,17800,Prepaid,14,232.55,10.06,,25,1,Yes,4G,Xiaomi,High (25k-60k),189.01,0,No Contract,1,No,1,5,,6.2,Yes,1,Net Banking,23-10-2019,No
CUST01011,mumbai,44,Male,61500,Postpaid,4,336.1,13.02,420,20,2,Yes,4G,Apple,Low (<10k),310.12,1,with contract,2,No,3,4,9.9,10.8,No,0,UPI,05/20/2019,Yes
CUST00769,pune,51,,136200,Postpaid,67,222.72,4.34,239,28,0,N/A,4G,Xiaomi,Premium (>60k),186.67,0,No Contract,1,No,2,2,20.4,0.7,No,2,UPI,19-12-2019,No
CUST01195,Mumbai,54,male,23600,Postpaid,16,299.41,20.08,619,27,1,No,4G,Xiaomi,High (25k-60k),259.68,3,With Contract,1,No,3,2,0.8,1.1,No,1,Debit Card,13-04-2023,Yes
CUST00387,PUNE,32,Male,48000,Prepaid,4,220.54,0.06,129,23,1,No,4G,Realme,Mid (10k-25k),237.25,0,With Contract,1,No,2,4,12.7,0.7,Yes,1,UPI,21-03-2024,No
CUST00290,Nasik,26,Female,9400,Prepaid,22,130.56,0.87,450,22,0,N/A,4G,Samsung,Mid (10k-25k),151.78,2,No Contract,0,Yes,2,5,6.8,7.5,No,0,Cash,01-11-2024,No
CUST00889,MUMBAI,51,Female,,Postpaid,61,58.36,15.96,752,26,0,N/A,4G,Xiaomi,High (25k-60k),59.74,1,With Contract,0,No,1,2,5.7,3.1,No,2,upi,22-02-2022,No
CUST00859,Nagpur city,47,Female,27500,prepaid,0,162.47,3.02,264,31,1,Yes,4G,Oppo,Low (<10k),210.31,1,No Contract,2,Yes,4,2,8.6,2.8,Yes,0,UPI,28-05-2022,Yes
CUST01385,Thane,58,Male,19300,Prepaid,4,326.09,3.58,,18,0,N/A,4G,Xiaomi,High (25k-60k),326.58,1,No Contract,5,No,1,5,28,9.7,Yes,0,,27-08-2021,Yes
CUST00054,amravati,40,F,74800,Prepaid,13,236.78,7.85,413,17,2,yes,2G,Realme,Mid (10k-25k),300.76,0,With Contract,4,Yes,1,4,5.4,5.1,No,1,Wallet,05-07-2020,No
CUST00582,akola,55,Male,9200,Prepaid,40,221.48,1.34,632,24,2,No,4G,Samsung,High (25k-60k),269.64,1,No Contract,1,No,1,3,2.7,1.5,No,1,Wallet,17-08-2020,No
CUST00603,MUMBAI,47,Male,4900,Postpaid,28,269.74,5.85,590,24,1,No,4G,Xiaomi,High (25k-60k),272.95,1,No Contract,1,No,3,1,1.9,7.2,Yes,0,UPI,18-01-2019,No
CUST00810,Bombay,38,Male,19200,POSTPAID,37,84.77,6.95,404,25,1,No,4G,Oppo,Low (<10k),87.76,0,With Contract,3,No,3,3,2.6,5,No,1,Net Banking,03/20/2021,No
CUST00736,amravati,69,Female,12300,Prepaid,26,280.84,0.59,197,22,0,N/A,5G,Samsung,Mid (10k-25k),319.73,1,No Contract,4,No,3,3,5,0.2,No,1,UPI,03/25/2023,No
CUST00041,MUMBAI,31,Female,14800,Prepaid,16,374.57,1.15,477,28,2,NO,4G,Apple,Mid (10k-25k),410.44,1,With Contract,1,No,2,2,23.2,4.3,No,2,UPI,17-03-2020,Yes
CUST00340,MUMBAI,36,Male,19300,Prepaid,13,318.24,1.92,482,23,1,yes,4G,Apple,Mid (10k-25k),304.91,0,No Contract,1,No,0,3,7.3,10.8,No,0,Credit Card,04-09-2021,No
CUST00713, Pune,42,Male,62000,Prepaid,13,514.41,2.07,96,19,1,NO,4G,Realme,Mid (10k-25k),500.72,0,No Contract,0,No,2,2,0.6,0.8,No,0,Credit Card,07-01-2020,No
CUST01286,nagpur,41,Male,11500,Prepaid,7,136.06,28.08,54,20,2,yes,4G,Realme,Mid (10k-25k),121.69,0,With Contract,3,No,1,4,18.8,2.1,Yes,0,Cash,17-08-2021,No
CUST01288,PUNE,40,Male,39000,Prepaid,6,318.29,10.88,595,22,2,Yes,3G,Oppo,Mid (10k-25k),283.79,1,With Contract,2,No,0,1,26.1,9.3,No,1,Debit Card,12/15/2022,Yes
CUST01420,navi mumbai,48,Male,29000,Prepaid,51,119.18,7.57,632,29,1,Yes,4G,Xiaomi,Mid (10k-25k),116.4,1,With Contract,4,No,4,5,,1,Yes,0,UPI,25-10-2020,Yes
CUST00084,MUMBAI,40,Female,25800,Prepaid,1,176.83,1.34,,19,3,No,4g,Realme,Mid (10k-25k),165.86,0,No Contract,1,No,2,,0.2,1,Yes,0,Wallet,06-08-2022,No
CUST00116,amravati,50,Female,26700,Prepaid,17,320.66,5.57,196,20,1,yes,5G,Xiaomi,Mid (10k-25k),354.09,0,with contract,0,No,4,,24.7,5.7,Yes,3,,28-04-2021,No
CUST01167,kolhapur,31,Male,21200,prepaid,24,455.75,,346,26,1,Yes,4G,Vivo,Mid (10k-25k),387.65,0,No Contract,0,No,1,2,10.6,0.3,No,2,Credit Card,02-06-2023,No
CUST01003,amravati,61,Female,100800,Prepaid,18,176.41,4.09,444,20,4,Yes,5G,Oppo,Mid (10k-25k),171.61,2,No Contract,3,Yes,0,2,,2.2,No,2,Credit Card,15-10-2019,Yes
CUST01310,solapur,57,M,,prepaid,13,80.37,9.62,352,27,1,NO,3G,,High (25k-60k),99.71,1,With Contract,4,No,2,2,21.9,0.7,Yes,4,Debit Card,01-07-2023,No
CUST00958,Bombay,28,Female,13000,Prepaid,17,96.74,10.88,103,24,1,NO,5G,Apple,Mid (10k-25k),84.27,0,No Contract,1,Yes,1,5,36.9,3.6,Yes,1,Debit Card,04-02-2020,No
CUST01082,Mumbai ,36,F,29400,Prepaid,1,96.21,1.52,333,29,2,No,4G,Samsung,Low (<10k),95.05,0,No Contract,0,No,1,2,11.2,0.9,Yes,1,UPI,09-03-2022,No
CUST00271,Solapur,52,Female,22800,Prepaid,1,278.77,0.91,,32,1,yes,4G,Realme,Mid (10k-25k),285.05,0,No Contract,5,No,1,4,2.7,1.7,Yes,2,Debit Card,02-12-2023,Yes
CUST00936,Bombay,52,Female,18300,Postpaid,13,81.43,2.83,485,31,0,N/A,4G,Samsung,Mid (10k-25k),86.44,1,With Contract,2,No,1,4,5.8,7.9,Yes,1,UPI,07-08-2019,No
CUST01264,PUNE,44,Female,52900,Prepaid,43,220.04,0.82,544,29,1,NO,5G,Oppo,Mid (10k-25k),234.62,0,with contract,2,No,1,4,18.2,3.3,No,2,Debit Card,01-09-2021,No
CUST01087,Nasik,60,Male,54300,Prepaid,17,116.48,8.32,487,25,2,No,4g,Xiaomi,Mid (10k-25k),106.24,1,With Contract,2,No,0,1,2.6,1.7,Yes,2,Debit Card,04-04-2023,No
CUST00833,Mumbai ,46,,33400,Prepaid,15,398.18,3.36,379,22,1,No,4G,Vivo,Low (<10k),500.12,0,No Contract,1,No,5,4,9.5,0.7,Yes,2,upi,05-04-2021,No
CUST00378,Mumbai,40,Female,8200,Postpaid,12,268.88,,737,25,0,N/A,5G,Samsung,Mid (10k-25k),320.38,4,No Contract,1,No,4,3,1.7,2.5,Yes,2,upi,18-02-2024,No
CUST01377,PUNE,48,Female,12400,Postpaid,20,244.78,35.53,610,27,3,No,4G,Vivo,High (25k-60k),238.07,1,with contract,2,No,1,2,,15.8,No,0,Credit Card,27-01-2024,Yes
CUST00097,Nagpur city,56,Male,35900,Prepaid,44,152.98,0.47,469,20,1,Yes,4G,Vivo,Mid (10k-25k),162.32,0,No Contract,3,No,0,1,7.8,10.4,No,0,UPI,15-04-2022,No
CUST01412,Mumbai,72,Male,48200,Postpaid,10,138.55,2.48,385,19,0,N/A,5G,,Low (<10k),162.38,0,With Contract,0,No,0,4,16.5,2.7,Yes,3,UPI,08-05-2019,No
CUST00465,sangli,60,Female,20100,Postpaid,69,217.81,5.12,,22,0,N/A,3G,Xiaomi,null,262.48,4,No Contract,2,No,1,,1.2,3,Yes,4,UPI,07-02-2022,No
CUST01380,Nasik,63,Male,23400,Prepaid,19,248.43,3.59,560,27,0,N/A,4G,Realme,Low (<10k),256.04,0,No Contract,2,No,0,5,2.4,3.4,Yes,0,Cash,02/15/2021,No
CUST00566,Nashik,45,M,30700,Prepaid,11,108.46,0.52,542,22,1,No,4G,Samsung,High (25k-60k),90.24,0,With Contract,1,No,1,2,2.5,7.4,No,3,Net Banking,13-03-2021,No
CUST00049,Nagpur,80,Male,,Prepaid,1,112.96,2.72,,19,3,yes,4G,APPLE,Low (<10k),95.68,0,With Contract,0,No,2,2,18.1,3.2,Yes,0,Credit Card,30-07-2021,No
CUST00784,Pune,59,Male,55200,Prepaid,17,211.68,3.05,731,28,1,No,4G,Vivo,Low (<10k),264.61,0,With Contract,3,No,2,2,15.7,15.5,No,2,,06-01-2021,No
CUST01126,Nagpur,,male,18600,Prepaid,26,237.45,3.31,248,20,1,yes,4G,Oppo,Low (<10k),276.09,0,No Contract,3,No,0,2,1.2,12.7,Yes,2,upi,19-06-2022,No
CUST01064,PUNE,53,Male,33200,Prepaid,17,115.13,25.34,364,28,0,N/A,5G,Oppo,Mid (10k-25k),135.33,1,No Contract,1,No,0,4,29.8,2.1,Yes,2,,31-12-2021,No
CUST00154,Nagpur,59,Male,18900,prepaid,15,38.57,0.97,345,24,1,yes,None,Samsung,High (25k-60k),32.24,2,No Contract,1,No,3,4,8.2,7.3,No,2,Cash,06-03-2019,No
CUST00238,mumbai,48,Male,12600,Prepaid,17,147.21,9.88,376,22,1,No,4G,Oppo,Low (<10k),186.8,0,With Contract,2,No,2,2,0.9,12.5,No,1,Cash,15-07-2020,No
CUST00055,Unknown,48,Male,25100,Prepaid,48,118.13,,200,31,4,yes,2G,Samsung,High (25k-60k),139.78,0,No Contract,2,No,2,3,1.4,2.9,Yes,0,Credit Card,07-11-2021,No
CUST00395,Pune,31,Female,,Prepaid,6,164.82,2,591,37,2,NO,4G,Realme,Low (<10k),175.23,1,No Contract,3,Yes,0,3,1.7,9,No,0,UPI,24-12-2019,Yes
CUST00124,Mumbai ,35,male,27200,Postpaid,1,139.88,14.27,279,26,2,yes,4G,Samsung,Mid (10k-25k),151.98,1,With Contract,0,No,2,4,20.6,15.5,No,1,UPI,14-12-2023,No
